菊を	菊をですか
息子が	ええ息子さんがはい
割合記憶の中に残っておりますので	あっはい
可愛い子だなーってあのま子供らしい	ねー
あとはお友達とお食事会に	ああ
スーパーのでごめんねって言って	あー
えーどういう仕事をしされてるんですかなんですかと	うーん
えー千駄ヶ谷じゃない代々木と千駄ヶ谷のあいだなもんですから	あっはいえーえー
まわたくしも個人的に	あー
空気銃を打って	うーん
そういう簡単な遊びでしたねあとは	そうなんですね
なんなんなんていうべきですかねおせんべい状のもの	あーそうですね
私のうち10年のあー新築うー10年経ちますので	はっそーなんですねー10年
そのビー玉が自分の	あっ
どうしたのっちゅう	何はいどうしたんでしょうか
グランドシニアのセカンドフライトですけども	はい
あの明治通りに私の所は面していますので皆さんバスやなんかで	あー
もうそ	写真ですね
あたら何か仕事がを	うん行っておられる
都営	色々乗り換えるから
空いた欄に何とか収まったんで書きました	あーなるほど右のらんに初日
人様のそうやってお世話焼きばかりしているものですから	あーいえいえできることでないです
えー弁護士やってましたから	あーはいはい
ま中学入って二年ぐらいまでで筆をまおりましたけどね	あーそーなんですねー
軍艦に乗ると船が	あっ
それでそのためにですねあの大学もですねそういう科を受けてなんかしましたけど	あーはいはいはい
いつもあの帰ってこない曜日に	わーはい
そして魚を獲るというような	ほう
なかったんですね	あっそーですかー
えーエレエスカレーターで	深いですよねーはい
なんですかね	三人ですか
大体ひちはち分で	あーそうなんですか
行きたいなと	足を運んで
イギリスの方に今行きたいと思っておりますそれも約束がついておりますのでそれがとっても	じゃあはい
都庁前で乗り換えてこちらの駅までやって来ました	あっそーなんですねー
ちょっと無理ではないかと	あー
あーまーそーいうま良き時代というか物のない時代でございました	そうなんですねー
えーと真っすぐ左に行ったら	えへん
大江戸線地下鉄大江戸線に	あはい
えー外壁の修理その	ああ
えー活動量とかね	うーん
それでわたくしの収入が良くなったかということとはまた別の問題でございますが	はいいえいえでもねー
うわーこれから	良かったですね
もらったりしてまー結構な数がおりますので	はーそうなんですねー
本当になんていやーどうしちゃったのかしらって思ってこちらがやってあげなければいけない	ふーん
えー子供と言われても何ともおーお答えしにくいんですが	頃ははいどうでしょうか
とってもそうですね人生の中で嬉しい	へー
反対の意見で	そーだったんですねー
でそれから	そうはい
ゆううちには	おうご自宅には
これといってぱっと思いつくことは	はいありませんか
ぶつけあってでぶつかればそのおはじきが自分の手持ちの物に	あー
電話をしなさいしてくれと	へーあーそうなんですね
これは今後も続けて	あーそーですかー
地下鉄に乗りまして	うんはい乗ってはい
えー一番えー好きな趣味はえーゴルフです	あっゴルフですか
あのーここまで辿り着きましたそんなに時間かからなかったんで良かったと思います	はいそうですねー
それから友達もたくさんいるので	あーそうですか
栃木県の	栃木の
お話をうかがって	へえ
えーその	どうなったんですか
あのー楽しむ人生を見つけなければいけないっていうことを	うーん
見学がありましてそこに行ったときに手術を見る機会があったんですけどもその時に	珍しい
孫が産まれましてその孫が文章に書いてある通り今あたしの生き甲斐として	はい生きがいなんですね
これと	へへへ
ん	うーん
えー我が家から国会議事堂がすぐ手にとるように見え	はーい
大学じゃなくて小さい子供たちをですねえー教育で育てるということが	あー素晴らしいですね
やはりあのピーマンのねそのー先の	難しいですよねー
あのー演奏しますのでねあのー間違ったり	えーそうですかーうーんはい
できるだけ	そうなんですか
してもらいたいっていうことはねまーあんまりね年取ってしてもらいたいと思って頼るとねやはり自分がね	あはい
大掃除とそれから片付ける	やー大変ですよね
そしたらそのー名古屋で僕を教えていた先生が東京に行くならあの先生に習えって	あっそうなんですねー
あのー中目黒の	どっか別のところに
二人の	大変
色々やりまして	あーそーなんですねー
一日に五千歩けと医者からはいわれたのですけれども五千歩歩くということは中々難しいことで歩くことはあの筋力をつけることだから	あっはい
学校の校庭に	へー
まー	なんか素晴らしいお母さんですねー
カセットのもうひとつ前の世代ですが	はあ
えー感謝され褒められた	あへー
ただコピーライターにはとても	ふふふふっ
のバレエ学校の生徒の映画を観ましてそれは白鳥の	ああ
えー今五段だったのが一つ位が上がって	まーすごいですねー
大学でこれはあの一部のトップ校が	ああ
そこから山手線に乗って	山手線で
結婚をしないでマンションを買ってあたしたちに住まわせてくれてるんですね	へー凄いですねー
雰囲気っていうのはもう	あー
ファッション界へ	ええあー
そこから	あ徒歩ですね
あります	あーありますあ懐かしいです
あのーやっぱ徒歩でずーっと来ればよかったなと思いましたけれどももう仕方がないと	はい
都庁前で乗りましてそれからさらにそこからですね	わー凄い
わたくしの子供の頃はかくれんぼが多かったように思います鬼ごっこって	そうか
彼女たちあのタクシーを飛ばして真っ暗な当時ですからもう	あー
えー子供の頃育ちましたので	はいはー鹿沼
一人で来れるんじゃあないかなとは	うーん
夏目坂通りですか	ナツメええ
あきらめていましたので	あー
えーとスポーツが大好きでですね小さい頃からラクビーですねラクビーが非常にあのに対してえー関心をもっておりまして	そうですか
とても楽しかったですねあのかけっこターザンごっこそんなことだけでも	へー
ドジョウをドジョウの	えっはは
たのと同じことなのですが	はいあはい
無くなって	いえいえ
内緒で持って来たんだから是非とももらってほしいっていうことでまー今は預かってるような状態ですけれどもまじゃあとりあえずお預かりしてるねって	んーんー
えーそんな結論に至ったこと	うんはい
今日はその看板を見逃してこっちかなと思って歩いたところがいっぽん違ってました	あっそうだったんですね大変でしたね
演奏しますそいで一人ではなく	うーん
えーあーいうところにまた行ってみたいなというと非常に	連れてってくれるの
えーとそうですねあのー外ではあのーゴム飛びっていうんで	はいあっはいはい
えー昭和	そうですかはい
しておりました以上です	はい
あっそれはちょっと大きすぎますねちいちゃい頃ですねちいちゃい	あはははっは
いう電話がありまして	あーそーですかーはぁー
それから芝生の	えー
そいでえーまー	うーん
見つけると	あと十二か所
病気の話	あははは
えーまそれが最近では一番嬉しかった	はー
合弁会社を作ってそれをすると	うーん
徒歩でこちらの事務所まで参りました	あっそーだったんですねー
仕事をまだ続けてやりたいなと違う仕事を	あーはい
いうことで相当大掛かりなその発表会をしたんですけど	はー
でえー心をえー落ち着かせながらえー今日どんなことがあるのかななどと考えていたら地震がありました	あーそうだったんですねちょうど
英語が少しづつ	ああああ
15分前に事務所に	あっ
31日に帰っていくのですが私はその子と会うのがとても楽しみで	うんあそうなんですか
えー縄跳びとか羽根つ	ああ
えーちょっと表を歩く時にも交通事故に遭わないようにとか	はいはい笑
あのーカップルにこの電ちょうど来た	ふふふっ
えー約2か月後に	二か月後に
雲の	そうなんですね
いつでもうれしいと思っています	うーんそうですよね
今それに向かってる目標を	あー
まー何しろ	本読むこと
えーそういうものを	うーん
あのーやっぱ徒歩でずーっと来ればよかったなと	あー
いつでもうれしいと	ねー
まぁ	トマトとピーマン
のぼりくだりのかたが	そうですよねー
えーとねもーずいぶん昔なんでねあと思い浮かぶのは	浮かぶのは
えー気持ちを考えて一生懸命やってくれるんではないかなと	ええええあーあー
何年かに	クルージングはいいですね
男の子達ともよく遊びましたけども	あっそーなんですかー
大学じゃなくて小さい子供たちをですねえー教育で育てると	ああ
とてもあの試験なんかいいよって言ったら	あはは
強くなりたいなーと	はい将棋がうーん
これからも	凄いなーうん
そこでスケートをしたことも	へー
ところが	わかります
鬼ごっこけん玉	はいええええ鬼ごっこ
してません	あっし
あー非常に	あははは
いうことで色んな道具を	ことがね必要ですよね
思ったよりもあの早めにあの退院ができたことがみんなで	良かった
アメリカの領事館へ行って領事と	そうですね
そいでその	大丈夫ですか
人たちの背中をわす押す	はーはいはい
あのビデオなり何なり兄弟が映画や音楽に興味を持っているのがおりまして	あーそうですか
何に使うのか全く	そうですね
みんな終えたような感じで弓だけが弓道だけが残ってます	あーそうなんですね
は	はい
まそれが無事できまして	あー
外語大を出まして	あ
まーこの年になると仲間がねまー逝っちゃったんで	ああ
夜	夜へええ
その会社に	ああ
そうですね趣味はたくさんありましたえーとまず	趣味たくさんあることは
しょうがないからどういうことなのかなあのー	あはい
嬉しさにそうだそうだと昔の	もう思い出深い
色んな病気をする人は世界にいっぱいいるけれどもりこちゃん病なんてなってくれる人は	そうです
ビー玉を	あー
特に	あー
まー嬉しかったというのか印象に残っているということでしょうか	ええ素敵な話ですね
そこでえーおぼえあのそこで始まったわけですが	あーあー
ただあのー西洋料理だったのでコックさんには今今でしたらコックさんていうこともできたんでしょうけど	はーは
そりゃまーまーまーまーそれでいいかなと思って	うーん
クリスマスの	うーん
なんだろう鬼を1人決めて	はい鬼を
まーそいじゃー	そーなんですねー
もうそれがもう趣味みたいなもんに今はなってしまいましたそんな	すごい
戦争の	あー
しゃきっとしないまそーいう	あー
一番最初に嬉しかったことはこういうことでしたね	そーですえーすごーい
スポーツはやめるってゆって	えっ
まーなんとかあー熱心と受け止められたのか	そーなんですねー
ま自分自身の中でやはりそれが一番あー嬉しかったかなーと	そーなんですねご家族
楽しいんですねで先月は大正琴の琴伝流といいましてね	うん琴伝流
代々木八幡駅から小田急線に乗りまして	あ小田急線に乗られたんですか
ゴルフ場に	はー
えとそうですねあと60の手習いでパソコンも覚えまして今ではそのパソコンが	えらいうーん
大きくなったら看護婦さんになってみんなの体を診てあげたいとか	うーん
との色々の	みんなのために
あげられる	る
眼が悪くなってパターも	あっはっはっはっはっ
わたくしの方から挨拶したのがきっかけでした	あっそーですかスキーツアーのバス
最大の趣味じゃないんでしょうかほかの	はいそうでしょうねー
まーあまり	そういうお父様の
百上が百下が	へえ
そういう家を建てなくたってそういう施設で働くということもお姉さんになれるということもあったのにそういう実行力も何もなくって	あーいえいえ
まーお袋も痴呆症になっていた	うんわーそーなんですね
かしらねー	なんでしょうか
時間前にたどり着くことができました	ありがとうございました
あの詳細に書いあのー明示してありましたので	えーえーあーそうですか
えー一つの遊びとしてはどちらが長く駒が	あー
伝統文化の	はい日本ですね
整理したい	なかなかねー
えーあーいう	ええ
えー竹とんぼ竹を	うん竹とんぼ
ただあのー西洋料理だったので	えー凄い
私にとっては一番嬉しかったことですねこれは人には話してないんですけども	なかなかえーできないです中々
今度は	終わってからは
あのー文字を書くと	あーあっそーなんですねー
ひとつです	お習字を
というような約束事で	へえ
かお><きいきいしの塗り絵という	きんし
よその船に乗っちゃーそっから	あーああ
一歳の	お生まれなんですね
遊びの中で教えてあげたら	あー
生活していければいいなと	はいあーいーですねいたわりあって
あのー捕虜ごっこなんつって運動場を走り回って捕まえて	ああ
軽井沢そのものでしたかちょっと覚えてないですが	そうですね
まーそういう兵隊さんに	うーん
ベーコマっていうのはもっと小っちゃいんですけどね	はぁー
人様のそうやってお世話焼きばかりしているものですからそのーなんて	いいことですよでも
まーだから一番多いのは	へえ
時間があれば是非ともやりたい	あっ
あのー愛燦燦というのをね	はい愛さんさん
あのーいい	十年ですか
罪を犯した人を弁護して	そうですねええ
それから幼稚園の	へえ
プラスチックのスーツケースを作らして販売すると	はっ
それが当たり前の時代でしたので	はぁーそーなんですねーんー
今度はかばん屋に引き抜かれて	ええへー
新しい家に入ることなく	あー
えーそういう意味ではそのこの先生がですね空手は教えるけど決して暴力を振るうことはまかりならんよということでこれを守れなければ教えないということで	はー
これはもう私にしては初めて乗ったんですけど	あっそうですかー
彼女たちあのタクシーを飛ばして真っ暗な	はあ
あのーなんとか親孝行をね新築しようと思ってね	はいあー
でそこから一緒にあのー娘とは生活してないんですけどもそこからすぐ2，3分のところに娘の家がありましてそこにあの	近くて
いうことは	あー
青い墨と書いて青墨というんですね	あー青墨
私の趣味である趣味の一番である	はい一番である
布を切って	ええ
はい若いこと頃はお花とかお茶とかまー一応は	あー
わたくしに	うーん
まーそいじゃー航空管制官になれなればだいじょぶかなというような事で	あー
んー姉やいとこやみんなで馬そりで	うーんはいへー
えーカラオケえーとか違ってね	そうですね
あのー6年とか5年生の仲間に入れられてあのー自分はそこの選手みたいになってやって	はへ
もう33年もまえから	あ
シルバー人材センターでお仕事を頂いて	あそうですかはい
やはりあの目がちょっと良くないという	ああああ
えーちょっと表を歩く時にも交通事故に遭わないようにとかするぐらいにいー心がちょっと有頂天で	えーいい時だったいいですねー
多趣味っていうか	ふふっほっ
大きくなったら看護婦さんに	うふ
おはじきが	へー
えーそれに乗って渋谷まで来ました	あへえ
代々木から大江戸線で	はい大江戸線乗って
伺う	そうですね
えー今五段だったのが一つ位が上がって五段錬士と	すーえー
むむ難しいご質問でして	あそうですね
ドジョウをドジョウの上がったり下がったりするその姿を	そうなんですか
2つのおはじきの	ええええええああああ
なななんていう可愛らしいきれいな塗り方をして	へえ
あのーカップルに	あ
チャレンジしたいなということが	えー
大恩人だなと思っております	あっそうなんですねーすごいいいですねー
息子は	はい息子さんは
わたくしはえーと小田急線の代々木八幡の	あはい
握手をして話が	ですよねー
そたいした激しい運動でもないし	いやいやいやいやもう素晴らしい
達とおー一緒に遊んだ	へー
先ほどもいいましたけどもカラオケ仲間がね	うーん
えーちょっと恥ずかしいような思いも	そ
したい	したいこと
今は	はい
そういうことです	わかりますそれは
のぼりくだりの	あ確かに
ほとんどがあの釣りが多かったです子供の頃は	あっ釣りなんですね
子供達子供同士でそれぞれ遊具を作りながら	へー
31日に	そうですよね
全部埋めろということではないと先生から	あ
結構自分ちに帰りたがらないって	あーそうなんですか
たくさんありすぎてい困りますが	あははそうですか
友人があー参加してくれたことがあのー非常にえー	あなーなるほど
一部に行けただけでも	あ
でえーと大江戸線で代々木から大江戸線で都庁前で乗り換え都庁	あはい
あのレース編みをちょこっと	ほー
えーちょっと恥ずかしいような	いえいえ
小学校の時に流行りました	はーそうなんですね
子供たちに教えたいと	はいあー
やっぱり医者にはなれませんでした	あー大変ですもんねはい
一番美味しく感じましたし	あっそーですかー
夏休みになったらその子に遊びに我が家に遊びに来てもらえないかということで来てもらったのですが	あはい
以前は	そんなはい
えー生け花教室だとか	はー
特別に今	あはい
から今	いいですね
あの詳細に書いあのー明示してありましたのでそれに沿ってまいりました	はいあっそうですかーわかりましたかー
料理屋さんになるってことはできなかったんで	中々ないですよねうーん
良かったなーと自分では思っております	素敵ですよねー
そして今度あのー就職の関係から	へえええええ
えー非常にあのー友人関係も	わー
えー書道の学校にも行きまして	ああ学校行かれて
ことはなーいですけどただ自分が亡くなる時にちゃんとあのお葬式なりなんなりちゃーんとして	あはっははっはは
とにかく活発な	やりました
やはり教員で	あーそーだったんですねー
若い時にやったのやってたのを	えっとー
時間前にたどり着くことができましたありがとう	ありがとうございます
三つ上の兄もいまして男の子達と	あ
都庁前で乗りましてそれから	あーそうですか
早めではあったんですがあたくしはもうどこに約束したならばいつも30分前には	三十分前にですか
コングラチュレーションというから	英語ですよね
ちょっと覚えていないし使いようがなかったのかなってただ編む	そうなのかもしれませんね
難しってことを	えー
えー必ず仲良くは	うーん
ころ	はー小さい頃
かお><きいきいしの塗り絵という目の大きな顔の大きな	あーはいはい
その分までね	あーそーなんですね
思い浮かばなかったので	うーんうーん
その気持ちが	良かった
大学卒業して社会人になってから	あはい
そういうものあの	ほーん
に	満州
それと今でもあのーヨガはもう25年くらいに	へー
これといって	うーん
そこのスタジオとは関係が	ずっと
次は左から回してくださいと	はいはいふーん
新宿5丁目って	あ自転車ではいはい
治るようなことが	あー
手で手縫いで	自分で手縫いされるんですか
20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですがあのまー安い宿を使って軽井沢に2泊の旅行に行こうとあ1泊の	軽井沢に
いう電報だったので	えー
うー最中でございます	そーなんですねあーそれはすごいですねー
88とか90歳ってことはおお祝いをしますよねそう	しますねー
いう風に考えていました	はいえーえーあー
花が咲く百合を	はぁー
んでもうその晩は飲めないビールで乾杯を	確かに
愛らしくきれいな	はー
選抜大学選抜チームとの試合を初めて	あ
んでもうその晩は飲めないビールで	あはははっ
していましたけれども	あそうですかうん
そいで手術の	うーん
していこうかなと	そーですよねー
えー毎日にちにちが	うーん
一日に五千歩けと医者からはいわれたのですけれども五千歩歩くということは中々難しいことで歩くことはあの筋力をつけることだから歩きなさいと	あっそーですかー
えーと申しますのは	はいどうしてですか
選抜大学選抜チームとの試合を初めてまー	すごーい
えでいちじは	へへへ
あのきちっとした身だしなみを整えていたいっていうの女性ですからやっぱり	あー
そのことだけで十分だと	そーですよもうほんとに
スチュワーデスっていうのは憧れだったんですけど	うーんあーそうなんですか
選抜大学選抜チームとの試合を	はぁー
話せている	はいそうですね
自宅から	電車ではい
行きまして	あっそーなんですねー
健康でいる	健康でいること
趣味とまー	ああ
歌を歌いながら	あーはいはいはい
これが一番っていうことは本当に言えないんですけども	あー難しいですよね
まーよわい七十歳なのでえー戦争が終わる直前に生まれたわけで	あーはい
ありましたですね	あったのねーちょうど
そうですね趣味としたらまず最初絵絵が大好きで油絵とか	油絵うーん
可愛くて	そうなんですね
はいえーと自宅から自転車で	で
あの頭に全部	ははは
えー大江戸線はすごくすいてるので	あーそうですかー
やりましたよねあとはなんでした	私もそうです
或いは三菱商事の支店長とか色んな	そうなんですね
今でも一人で	あへー一人映画を
まー何しろ色々なものに興味がありまして年甲斐も	いろいろ
高速道路四号線が通るようになって	えーえーはぁー確かにはい
今でも	うーん
その4つの	へー
カラオケもしかり麻雀もしかりと	あそうなんですか
そんな東京の	あ
石蹴りっていうんですかあの道路に丸を	蹴った蹴った
そして歩けるようになりましたのでほんとにもう一度富士山に登れるようになりたいなーと思って	少しづつ
あのひっくり返すんですね	へー
いうことをいわれた時です	アメリカに
そこがちょっとまー描き始めて	へえ
ぱっぱっぱっと	うーん
したいことってなんだろうなー	えーたくさんあるふんはい
えーお友達や何かにも色々何かやったらいいんじゃないのっていわれるんですけどもそのあれそのその元気もないんですねですから一番したいことって	うん
ただコピーライターにはとてもなれなくって	へーすごい
一部に行けただけでも初めての	へー
駅がありましてどこで降りても降りたのが	うーん
ひらぺたいガラス製の	はいおはじきはいえーええええ
関西	あ関西
一番したい	なかなかね
猫の額みたいに狭い	いえいえ
またあのそれ以外にもまー	それ以外にも
えー当時流行った遊びとしては	はいなんでしょう
でもそれはかなえませんでした	そーだったんですかー
そうやってればよかったんですけど	笑いえいえ
しれませんけ	うん若い子は知らないですよねー
空手道に通って空手をやりました	わーすごいですね
おーターゲットと	あーこれからねー
来年は新しい百合の球根を買わざるをえないというようなことで	はぁー
楽でございました	あ良かったですーはい
かいまーしてもいるいるおりますけども海外旅行に最近はとてもおー	あーいいですね海外旅行
時間前にたどり着く	無事で
大きく描いて	大きく
好きだし真似事も	あっ
ないんですね	ないんですか
大画面42インチという画面を	えー映画を見られるんですね
なか軽井沢っていうのか	あー
でそこから一緒にあのー娘とは生活してないんですけどもそこからすぐ2，3分のところに娘の	あっ
えー電車は	電車は
結構自分ちに帰りたがらないっていうことが多いんですけども	まぁー
何とかあの健康で	ええええ違うんですよねーそれがねー
それでわたくしの収入が良くなったかという	あは
ことなのにって思って	仲がいい兄弟ですねー
えーお人形さん遊びとか	はいお人形さんはい
本当に何か遠いところまで来たような	ねー大変でしたねー
マンションの間取りを実際に見たりとか	あ好きなんですね
上にしていってその	あげていくんですね
で東京の	へえ
女房の	そうですね奥様ですね
どんどんのめりこんで	へー
その中でまーわたくしが思うのは就職した時のことですね	あはい
たくさんビデオなりCDがありますので	あーはいはい
体がの弱さを持ってました生まれつきました	うーん
それを左から右	へえ
って思いましたまー財閥の娘でもないのでとてもそういうこともは叶わなかったけれども	あーでもすごーい
えー毎日毎日やるべきことをやって	ええ一つ一つですね
魚を追い込む方法を考えるとか	はーあーそうなんですね
それに関してとっても嬉しかったし	そうですねー
時が一番	あ
あのー大変お金持ちの国で高級車がバンバン走ってるような	へえ
そこの病院にも時々来ますので	あっそーですかーふーん
きているんですけど必ず何かが私の周りで何かが起きて私を必要としてあのくれることがらが多いもんですから	でも必要とされるのはね
夏休みになったらその子に遊びに我が家に遊びに	ああ
わたくしの	怖いもの知らず
えー今まで	ほんと
話をして	えー
時々来るしそれから必ず電話でですね元気元気というふうにあのー話をしてくれていますのでそういう意味では大変恵まれているということであの	ええ
要するに	そう
いうことでその小さい頃遊んだそれがですねそのまま今でも生きているということに	いざと役に立ちますねー
宿というかま安宿でしたけれども	ええいえいえええ
いうことを再三言われましたけども	はいうーん
駅のそばにあるドトールコーヒー	あードトールの
かお><きいきいしの塗り絵という目の大きな顔の	知らない
あ好きであのー	はあお好きなんですね
あまりにも気温が高いということで	あー
良かったなーと自分では	そうですねー
ことが楽しいことがあったと思いま嬉しかったことがあのーありました	74年からはい
良くななりつつあるという	良くなってほしいですね
こう	はいはたと
スーパーのでごめんねごめんねっていう息子に対して	はい優しい息子さんですねー
眼が悪くなってパターも入らなくなりました	いやいや90はすごいですよ
肝臓の権威っていわれるぐらいの大先生になっているんです東京医大に	そうですかはい
あの明治通りに私の所は面していますので	わーいいとこにお住まいですね
まーだいたい	あほんとだ
アメリカの領事館へ行って領事と何のために行くんだどういうあれなんだっていうことを英語でインタビューが	わー
めんこと	はいめんこと
2年で辞めましてその後文化服装学院の大学の方に入りまして	そちらのほうにええ
石蹴りっていうんですかあの道路に丸を描いて	あーやりました
だからその	ひ
もしましたで	凄いですね
あれに	そうですね
で彼らに	ほぉん
勤務しておりました次女のおー一家がですね	はいアブダビ
若い頃の自分はもうここがそのーヨットの人生が全てみたいなの	うーん
いい企業に入ったなという事を	あー嬉しいですねー
えー古い家には	うーん
あー飛び方じゃなくてゴムにかかってとそれで飛んじゃってそいで向こう側に行けばよしとしたあのーゴム飛びですねそいでゴムをこう2本やって今度は右左右左で何か	あー
今回それが立ち直ってすごい元気になったっていうことがとっても	あー
まー学校の先生がなぜか尊敬もでき	そうです
えーしてもらいたい	うーん
それこそあのバケツに一杯になるほどあ釣れました	へーお上手なんですねー
あのーあっこれ焦ってはいけないでも焦ってしまいそうな	そうですよね
いうようなことでそれらを獲るとかと	はぁーふーん
養子じゃなくて実子で家を継いでる	あっそー
いうことをいわれた	突然
趣味今は	趣味は
あー血圧が高いために最近はあーいっきょく約一時間以内でえーできるだけえー無理をしないように続けております	はいへえ
一番感じたのはあの升席に座って	升席
大きなホールで素敵な音楽をかけながら	ほーはい
図書費というか図書購入はほとんど使わないですんでいます	あーそうなんですねー
ひとつづつ国を大きくしていくとかそんな遊びとかかくれんぼとか	へえ
私のうちは強制疎開を中目黒に住んでましてね強制疎開されたもんですから	あーはい
ですね園芸っていうのも	園芸も
大学に入っても	大学に入っては
隣で	あああはっ
ピーマンも	ピーマン
当時のあのオックスフォード大学の	すごいはい
寝ましょうっていう風に言っております	あっそうなんですねーだいじなんですねーはい
夫が亡くなっちゃって生活がしていけなくなったもんですから子供が3人もおりましてそいでお勤めをしまして	へえ
でもえーと自分の	うーん
それもよくあの同じような形でねベーコマっていうのは完全に	ベーゴマ小っちゃいんだ
玉がついたようなそれを取ってきて	へえ
えーコミュニケーションの方法には対話もあれば文章を書いてえー発表をしてまた意見を聞くというコミュニケーションがあるかと思います	あーはいはい
お弁当を買ってきてくれたんですね	ええへー
私の場合はお腹の筋力が落ちたものですから歩いててもふっと力がぬけるときがあるので五千歩以上歩くようにと	へえ
お店を持つことが	すごいですねー
それはちょっと変わった部分の趣味だと思います	いいですねー
色々と	はぁー
今孫に	お孫さんと
ハンデーが8までいきましたけども	あーすごい
お寺が遊び場であありましたので	あそうですか
やったのは名古屋でしたけど	はいはー名古屋はいんー
えーちょっと表を歩く時にも交通事故に遭わないようにとかするぐらいにいー心がちょっと有頂天でえー	あるんですよねー
っとないないんですよね話すことは	あははそうですかー
それもよくあの同じような形でねベーコマっていうのは完全に相手と	あー
えーゴルフをやるには非常にお金がかかるということだったんですが	そうですよね
野球は好きで	あっそうなんですねー
ことはしてもらいたいっていうのはあまりなるべく人に頼らず	はい頼らず
あとはお友達とお食事会に行く	いいですねー
グローブだとかバットだっちゅう	うーん
記憶に残っているのはそれが一番んー嬉しかったことだと思います	あはいわかりました
ずー前日まで	はーすごい
まーもちろんわたくしは渋谷区の住人なんでね	あーはい
ほんとに子犬のごとく	はい子犬のごとく
三回から	一週間に
あのー折り紙が一番多かったですねあとお手玉もよくやった	あっはい
えーと七十過ぎまでお勤めしてましたそれで今度またその	おーうん
とってもそうですね人生の中で	へえ
あのプレイなんですねですから頭をしょっちゅう使ってないとなかなかえー仲間にも勝つことができないということで脳のですね鍛え方にも	うんああ
えーとね駅はちょっと忘れましたけど	あっはっはっはっはい
楽しいんですねで先月は大正琴の琴伝流といいましてねえーそれが30周年記念って	はーはいはい
大人とですねまー子供同士では打てないんですよね子供が下手同士ですから	あーなるほど
あのレース編みを	へー
まーそのようなコミュニケーションができないか	はい
ですねもう本当にありがとうって	うんうんうんほーんとに
大江戸線地下鉄大江戸線に乗りまして	はい大江戸線
とてもあの試験なんかいいよって言ったら逆に後輩に諭されて	えー笑
鬼を抜けられないという遊びだったように思います	わーかわいそうふーん
まだまだわからないことが	あーはい
そしてあの卒業と同時に学校に残ってくださいって先生におっしゃられましたのでそこで夜間のあの助手をしばらくの	あっそうですかー
大きい趣味っちゅうのは	あはい
嬉しかったことですね今までたくさんいただいているんですけど	うんはいはい
いうことを思ってますので自分でいつまでも	あーはい
とりあえず薄めに塗っといて	薄めに塗って
20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですがあのまー安い宿を使って軽井沢に2泊の旅行に行こうとあ1泊の旅行に	旅行
いうことであのーそれをずーっと続けておりましてそういう仲間がおりますので未だにそういう意味では非常にあのー幸せだなとそう感じております	本当にそう思います
プラスチックの販売に入りました	うん入ったんですねー
そういうものあの自分自身でやっておりましたし	あはい
と思ったんですけども	えへっ
もー	んー
えー私と歳の差がねえー	あー
その時は	良かったです
あコピーライコピーライターと	うーん
あのー幼稚園	あーえー
美容師さんになったらいいなっと思ってでうちの母が	んはい
握手をして話ができたっちゅう嬉しかったこと	夢みたいですねー
社会に出てそれだけではないよって	はー
なんたって財産相続で毎晩のように	はは
十五六歳の	はー食べ盛り
今このパソコンで最近は皆あのイギリスの方の大学も受けられるそうなんでパソコンでなんか受けたところが受かってしまったので私イギリスに	そうなんですね
敵も味方もなく	あー
それが一番の今の私の	あー
孫二人とそれからワンちゃん二匹で	あっうーん
コピーライターになるコピーライターになると思って	あーはいはい
きたいなと思いますだから	そうですね
非常に都心ではあるのですが	ええ凄い都心ですね
わたくしの子供の頃はかくれんぼが多かったように思います	ああ
とってもそうですね人生の中で嬉しい思い出がたくさんございました	はいあ凄いですね
い大学ではないので	あっそーなんですねー
諸先輩方もその時差があって十数時間も狭い飛行機中にっていうのは	辛いです飛行機の中は
上向きになっている	上向きになって
バレリーナーです	えーああー
あの鉄道関係のえー仕事がしたいなと思って特に	そーなんですね
皆様に喜んで	凄いですね
あんまり座って何かやるってこともできないのでお陰様でそれが治りましたので今は趣味というよりももう	それも
もう荷物がたくさんありすぎてどこから手をつけていいかわからないような	そうですね
父が色んな多角経営でお店をやったりしておりましたのでそちらのお店の方に食べ物屋さんをやっておりましたのでそちらに行って遊んだりいろいろそうですねお店の方と遊んでいただいたことが	それも楽しかったですねー
そういう家を建てなくたってそういう	あ
なんか大空を飛ぶというのが凄くいいなという	あー
えーまーでも	はー
そのこの	せまいです
もうかなわないかのうなんというかもう	あーそういう人がいるんですねー
あのプレイなんですねですから頭をしょっちゅう使ってないとなかなかえー仲間にも勝つことができないということで脳のですね鍛え方にも関連してくると思いますので	あーそうですかー
学校の校庭に消防車がいて水を撒いて	えー
形式だったと	えー
女医さんにはなれなかったのは	えへっ
ま色々お友達が多いんですがそれぞれ	いーですねーはい
もーお夕飯を迎えに来るあの親が来るまでもー	あーそれまで
1時間ぐらい前に	えー
えーちょっと親戚にやっぱり血筋なのか叔父が	わっご親戚が
えーとわたくしあの孫がさん6人おりましてで	そうでしたね
そのためには	そうなんですね
まーそういうことでえー連れてってもらってえーそういう	優しいですねー
ほとんど	ふーん
もー全く芸術性のない風呂屋の	あ
一人で	あ
珍しいお菓子と言って手紙がはを入れ一緒に送ってきてくださった	わぁ
それから陸軍なんかで兵隊になると弾が当たってそれが痛いと	あーはいはい
